微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IA8iM7GLH,5874177319,芝士甜甜瑜_,weibo.cn/5874177319/IA8iM7GLH,True,因为一些私事所以提前来到上海辽 住在阿姨家也是超级方便了 不得不说上海地铁真的很有素质啊 旅途平安鸭！！！ 微博视频  ,/,/,无,2020-03-24 21:38,2020/03/24 21:39:33,地铁,微博视频,0,0,0
IA8iCEUr1,1565742657,黄冠宥,weibo.cn/1565742657/IA8iCEUr1,True,春困秋乏今天彻底应验今天上班下午吃完饭看会手机竟然坐在那儿睡着了下班坐在地铁上也睡着了……  ,/,/,无,2020-03-24 21:38,2020/03/24 21:39:33,地铁,iPhone客户端,0,0,0
IA8iCndqJ,2949978340,-ccchhha,weibo.cn/2949978340/IA8iCndqJ,True,我一直以为我是铁打的牛人 最起码在人多的地方我不会哭 但今天的我居然一天哭了无数次 在办公室情绪崩溃 主管手足无措的走过来给我递上纸巾 在一旁安慰我 在打车的时候我又没忍住的哭了 就在刚刚地铁上情绪又来了 又再次哭了 导致旁边的人在看着我哭 一直留意我的情绪 直到下车的时候还走在我身边看了我一眼 可能他心里觉得 这个人怎么肥事ho 怎么那么爱哭 今日是丢人的小谢 争取明日不哭！！一切都会好起来的！！！！ ,/,/,无,2020-03-24 21:38,2020/03/24 21:39:33,地铁,iPhone客户端,0,0,0
IA8iA2A53,3156122087,野心家LIU,weibo.cn/3156122087/IA8iA2A53,True,#杭州下沙租房[超话]# 转租下沙西地铁房 学林铭城三室一厅一卫 整套转租 全新装修 离下沙西地铁站 5分钟就到哦！500米距离！离金沙湖也就5分钟！要租房的小伙伴们冲冲冲！无中介费！家电齐全。4500就行啦！别人都要4800还要中介费呢！[跪了]（一个房间有阳台，其他两个房间有飘窗，三房朝南！很大！）  @杭州租房小孟 @杭州租房 http://t.cn/RxDsnbV 显示地图 [组图共9张] 原图 ,/,/,http://t.cn/RxDsnbV,2020-03-24 21:38,2020/03/24 21:39:33,地铁,杭州下沙租房超话,0,0,0
IA8iw8UZi,3257599523,中国智库DRC,weibo.cn/3257599523/IA8iw8UZi,False,#武汉部分地铁公交空载试运行#【武汉市部分地铁公交线路“空载”试运行】23日，武汉市110多条线路的公交车消毒后在武汉三镇空载试跑。地铁列车车厢、地铁站也开展全面消杀，部分线路进行空车试运行。  新华网的微博视频  ,#武汉部分地铁公交空载试运行#  ,新华网,无,2020-03-24 21:38,2020/03/24 21:39:33,地铁,搜狗高速浏览器,0,0,0
IA8j1rF0p,1881588645,吴声威wsw,weibo.cn/1881588645/IA8j1rF0p,True,在高铁上谈几十个亿生意的人怎么来坐地铁了…开口就是在静安区买了88套房，打个电话让整个车厢的人羡慕的想打她了。  ,/,/,无,2020-03-24 21:39,2020/03/24 21:40:04,地铁,iPhone XS Max,0,0,0
IA8j0ATG1,2451828062,今天小李有好好写论文吗,weibo.cn/2451828062/IA8j0ATG1,True,翻完我以前发的腾讯微博，我的表情：地铁老人看手机，白猫看手机。扭曲我的感想是：我是弱智？我是弱智？我是弱智？我是弱智？我是弱智？我是弱智？我是弱智？我死了  ,/,/,无,2020-03-24 21:39,2020/03/24 21:40:04,地铁,微博国际版,0,0,0
IA8iWcGhK,5059944330,1Pole,weibo.cn/5059944330/IA8iWcGhK,False,【这个英雄主题墙大赞！】福州地铁站把墙上的广告撤了，换成援鄂医护人员群像，从这些天使身边走过，一定非常有安全感。#中国偶像# #福建战疫#新华色的秒拍视频  ,转发微博  ,赵脱俗,无,2020-03-24 21:39,2020/03/24 21:40:04,地铁,微博 weibo.com,0,0,0
IA8iW9DGM,1687476941,Witch-CI,weibo.cn/1687476941/IA8iW9DGM,False,女性受到言语性骚扰和肢体性骚扰的比例，是男性比较难想象的。并不是只有“在公交车上被男人掏出阴茎对着撸并被精液沾污衣物”才叫性骚扰。被男同学伸到裙子底摸屁股，被当众隔着衣服松文胸扣，这的确不造成肉体上的损害，但周围对被骚扰者的哄笑、引起的耻辱感和无助感，也是男性很难同感的。我有点好奇，男性是不是都觉得，只要不是身体的洞被捅了就不认为是被侵犯到啊。 ,//@小卓AI:我觉得在地铁里贴着我的背已经算性骚扰了  ,胡一钗,无,2020-03-24 21:39,2020/03/24 21:40:04,地铁,小米6X 拍人更美,0,0,0
IA8iSmmBO,3197127115,hydsandy,weibo.cn/3197127115/IA8iSmmBO,True,下了高铁本来说为了安全起见，打的回去，结果发现打的跟坐地铁时间一样，算了还是坐地铁吧折腾一天都有点恍惚了，如果不是戴着口罩，呼吸不畅，我都以为疫情已经结束，一切都恢复正常了 深圳  显示地图 ,/,/,无,2020-03-24 21:39,2020/03/24 21:40:04,地铁,iPhone客户端,0,0,0
IA8jdilO0,1649173367,每日经济新闻,weibo.cn/1649173367/IA8jdilO0,True,#伦敦地铁人挤人乘客不戴口罩#【伦敦地铁人挤人“佛系”抗疫 很多乘客不戴口罩】23日，伦敦地铁人挤人的“盛况”登上了英国广播公司（BBC）、《卫报》等英国媒体。不少伦敦市民将自己乘坐地铁的照片上传到社交媒体。他们认为这种情况非常危险，过度拥挤的地铁会让乘客和工作人员面临着非常高的病毒传播风险，而且还有很多乘客根本没戴口罩。“与预期的效果相反，减少地铁的发车频率让高峰时期的乘客更多了。这太危险了，我难以接受！”（央视网） [组图共4张] 原图 ,/,/,无,2020-03-24 21:39,2020/03/24 21:40:43,地铁,搜狗高速浏览器,0,0,0
IA8j7p4wA,1197745300,黄小邪在纽约,weibo.cn/1197745300/IA8j7p4wA,False,来自今天伦敦早高峰挤地铁上班的护士...@黄小邪在纽约  原图 ,一位英国护士。她担心自己在如此拥挤的地铁被感染，呼吁首相要么增加地铁班次，要么控制乘客数量。这让我想起两周前朋友发来照片纽约地铁的拥挤程度。两周过后，纽约已然如此，英国还不吸取教训……  ,一林-苑,无,2020-03-24 21:39,2020/03/24 21:40:43,地铁,iPhone XR,0,0,0
IA8j3z6g3,1663612603,中国经济网,weibo.cn/1663612603/IA8j3z6g3,True,【再森气，也要手拉手~】因为和妈妈斗气，谁也不理谁，结果十岁女孩和妈妈在地铁新街口站走散了~被蜀黍帮忙找到时，娘俩明明都急得不行，结果一见面又开始冷漠脸。哭笑不得的蜀黍还要劝和双方。中警君: 地铁客流有所增多，一定要看护好身边的孩子，再生气也要紧紧拉住小手，这可是一生的宝贝呀@南京市公安局地铁分局http://t.cn/A6Zvp6vT ,/,/,无,2020-03-24 21:39,2020/03/24 21:40:43,地铁,微博 weibo.com,0,0,1
IA8j3yMb7,1731585825,蘅荇灞噵,weibo.cn/1731585825/IA8j3yMb7,False,#新冠病毒排毒时间比SARS和流感更长#，比起国内，欧美地区的朋友们或许更应该关注。在每天检测5000例的前提下，#法国单日新增3176例确诊#。但关于“外国人戴口罩”， @法兰西那点事儿 说：别热脸贴冷屁股，人家不一定领情。巴黎封城第8天，地铁站空无一人，一号线整辆车就4个人。超市摆满了东西，物资充足。对比一周前的样子，似乎生活又恢复了秩序。#万能vlog计划##海外抗疫日记##法国疫情#  http://t.cn/A6Zvh2un ,//@俄罗斯事儿君:别的不说，人生第一次见到这么干净的巴黎地铁，曾经的巴黎地铁站，脏乱差出了名。//@万能编辑部:近来我们看到最多的留言是：口罩呢？网友们都是好意，但对外国人来说，思想不一样、国情不一样，“不领情”是常有的事。  ,万能VLOG,无,2020-03-24 21:39,2020/03/24 21:40:43,地铁,小米8周年旗舰手机,0,0,0
IA8jAmsV9,2940871527,猛虎嗅蔷薇ME,weibo.cn/2940871527/IA8jAmsV9,False,#综艺中一鸣惊人的音乐现场#易烊千玺在《幻乐之城》中惊艳演唱《对不起》！弟弟明天中午12点还有新综艺《朋友请听好》在芒果TV播出哦！#易烊千玺代言可爱多# @TFBOYS-易烊千玺   微博电视的微博视频  ,那是18年的夏天，我在上下班的地铁上看到的热搜，点进去就惊艳了我，特地发了一条朋友圈@TFBOYS-易烊千玺   ,南风不减似狂年,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,风中的狐狸Android,0,0,0
IA8jzsYLp,2077419937,四川哥哥GG,weibo.cn/2077419937/IA8jzsYLp,True,#成都地铁开通运营10周年# 成都地铁十全十美巴适哦！@成都地铁运营 @成都地铁 十年来，8条线300公里+在我心里就是十全十美的，完美的。希望未来的十年成都的地下交通像蜘蛛网一样密，市民出行更加方便快捷  ,/,/,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,荣耀V8 脱影而出,0,0,0
IA8jyB2NG,1773779837,菌菌小霸王,weibo.cn/1773779837/IA8jyB2NG,False,「适合被推广到全世界的脸」  [组图共4张] 原图 ,我要去市中心地铁站贴大广告了杨树林爸爸不用给我钱这都是应该的//@我都这样求你了还不行:靠！感觉来了！！地推爸爸可以安排上吗！！！#ysl林彦俊# @YSL圣罗兰美妆  ,Bleexa,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,林彦俊的宇宙級小可愛,0,0,0
IA8jx8gxd,6838648034,佧南,weibo.cn/6838648034/IA8jx8gxd,True,#长期在一线城市打拼值得吗#等到在大城市工作加班累成狗，每天还要挤三个小时地铁，住在小强白蚁乱飞但租金也要三千块的老破小里，每月工资交了房租就只够吃饭，一份盒饭要40块连买个水果都要掰着指头算钱的时候，就想回到想回到小城市里去了  ,/,/,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,iPhone 8 Plus,0,1,0
IA8jvAmDb,1808608425,蛋黄NiCoLe,weibo.cn/1808608425/IA8jvAmDb,True,记录。swag太难了在回家的地铁上默默哭泣😭为什么我这么垃圾😭 蛋黄NiCoLe的微博视频  ,/,/,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,iPhone客户端,0,0,0
IA8jsFQuA,6929859189,七彩云南诺享会,weibo.cn/6929859189/IA8jsFQuA,True,#昆明身边事# 晋宁开通昆明南高铁站公交线！【昆阳至呈贡新册公交车场】途经线路：昆阳客运站-云南白药街（可换乘地铁）-大学城（昆明理工大学）-高铁站东广场-市政府-云大医院（呈贡分院）-呈贡新册公交车场，沿途公交站点均可停靠。发班时间：7:40、12:30、15:40；呈贡新册公交车场-昆阳发班时间为10:00、14:00、17:10；票价为18元/人。【晋城至昆明火车新南站（高铁站）】途经线路：昆洛路（213国道）-兴业路-高新大道-高登街-云顺路-生物谷街-高新大道-博大路-雨花路-春融东路-聚贤街-景明北路-祥园街-高铁南站，沿线公交站点均可停靠。发班时间：8:00、9:30、13:30、15:00；昆明火车新南站（高铁站）-晋城发班时间为9:30、13:00、16:00、17:00；票价为10元/人。 原图 ,/,/,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,微博 weibo.com,0,0,0
IA8jslKYC,1812581591,上海长宁,weibo.cn/1812581591/IA8jslKYC,True,【明天早高峰，上海计划限流的地铁站减至15座↓】#交通资讯#申通地铁集团说，明天（3月25日），上海地铁早高峰限流措施仍将继续，届时将有2号线世纪大道站、3号线江湾镇站、11号线江苏路站等15座地铁站早高峰计划限流。预计限流车站排队等候时间约5-10分钟。详见↓上海地铁提醒您：疫情期间轨交出行，配合限流，一字排队，保持间距，测温进站，全程佩戴口罩。建议您避开高峰时间出行。同时对限流排队也有心理预期，预计大部分限流车站排队等候时间约5分钟，个别限流车站可能需要等候10分钟，谢谢您的理解和配合。#上海战疫##上海加油# （上海发布） 原图 ,/,/,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,搜狗高速浏览器,0,0,0
IA8jrsn4J,5588765707,星渺淼淼,weibo.cn/5588765707/IA8jrsn4J,True,#南京租房[超话]#亚东国际公寓，中华门地铁站附近的超大落地窗房，就这个床，能把阳光全撒你床上～ 南京·春江新城新河苑  显示地图 [组图共2张] 原图 ,/,/,#南京租房[超话]#,2020-03-24 21:40,2020/03/24 21:41:23,地铁,南京租房超话,0,0,0
IA8joeBvn,5138980143,给你吃糖哦宝宝,weibo.cn/5138980143/IA8joeBvn,False,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？  我瞬间打出一个问号的微博视频  ,地铁老人看手机//@HH盐烤东海银鱼HYuK:我缓缓打出？的n次方//@你好我要一箱养乐多:？？？？？？//@巴斯小板:？？？？？？？//@社会主1接班人:？？？？？？？  ,我瞬间打出一个问号,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,vivo X20全面屏手机,0,0,0
IA8jma734,5311942797,他的长歌,weibo.cn/5311942797/IA8jma734,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1虽然不想承认，但是不止一次//@夏粗粗_______:1 地铁只通勤半年就碰到过4次只有一次碰到个男高中生见义勇为//@黑芝麻糊再战一年戚顾本:1公交车真是上避无可避//@-公羽-:1//@是常鸽鸽呀:1//@溪初 :我也从小被保护的得非常好但还是1，环境如此逃是没用的//@砾鸢 :1///@鬼灯鴉 :1//@核子突破 :1//  ,Logiquedelasensation,无,2020-03-24 21:40,2020/03/24 21:41:23,地铁,OPPO随光而变R17,0,0,0
IA8jPs8A9,5588765707,星渺淼淼,weibo.cn/5588765707/IA8jPs8A9,True,#南京租房[超话]#看看我中华门区域最便宜的阳台房，你看看不香嘛到地铁站不到10分钟，三站新街口五站南京南，你想去哪呀？ 南京·春江新城新河苑  显示地图 [组图共3张] 原图 ,/,/,#南京租房[超话]#,2020-03-24 21:41,2020/03/24 21:42:00,地铁,南京租房超话,0,0,0
IA8jL2s8z,2698006021,陆丰生活圈,weibo.cn/2698006021/IA8jL2s8z,True,#随手拍春天# 【#深圳# 颜值美爆的深圳人才公园，你还不去看看吗？】位于南山区的人才公园，春天里高颜值的美景瞬间刷爆了网络，蓝天碧海相衬，鲜花绿草为邻，是到深圳旅游度假的休闲娱乐之地。交通指引：地铁2号线或11号线后海站G出口往前直行至海信大厦路口左转直走到头或者登良站C出口，1000米左右即到。#深圳春天# http://t.cn/RD4C3n3 http://t.cn/A6Zv3wOg 显示地图 ,/,/,http://t.cn/A6Zv3wOg,2020-03-24 21:41,2020/03/24 21:42:00,地铁,陆丰生活圈iPhone XS Max,0,0,0
IA8k2q67n,5794858439,带你去履行啊,weibo.cn/5794858439/IA8k2q67n,True,💎光和创谷LOFT公寓💎⚜️物 业 费：4元/㎡·月🏠层 高：4.5米🌴（Loft ）🚗停车位：1:1.6🚪公 摊：26%🏡梯户比：7梯18户🏗总层高：20层 ⛺️建筑风格：现代时尚，全落地玻璃幕墙，超大采光面。📸水 电：民水民电，天然气入户🌅外立面：全景玻璃幕墙主干道旁，双地铁🏆交付标准：毛坯⛪户型：70-96㎡     [组图共2张] 原图 ,/,/,无,2020-03-24 21:41,2020/03/24 21:42:35,地铁,iPhone客户端,0,0,0
IA8jZ9N0g,1698784044,三秦都市报,weibo.cn/1698784044/IA8jZ9N0g,True,#伦敦地铁人挤人乘客不戴口罩#【伦敦地铁人挤人“佛系”抗疫 很多乘客不戴口罩】23日，伦敦地铁人挤人的“盛况”登上了英国广播公司（BBC）、《卫报》等英国媒体。不少伦敦市民将自己乘坐地铁的照片上传到社交媒体。他们认为这种情况非常危险，过度拥挤的地铁会让乘客和工作人员面临着非常高的病毒传播风险，而且还有很多乘客根本没戴口罩。“与预期的效果相反，减少地铁的发车频率让高峰时期的乘客更多了。这太危险了，我难以接受！” [组图共4张] 原图 ,/,/,无,2020-03-24 21:41,2020/03/24 21:42:35,地铁,微博 weibo.com,0,0,0
IA8jWwZPY,1746438302,小头丢丢,weibo.cn/1746438302/IA8jWwZPY,True,地铁遇到好看的男孩 透过玻璃发现我俩互相偷瞄不敢上前搭讪 害！爷不配恋爱！  ,/,/,无,2020-03-24 21:41,2020/03/24 21:42:35,地铁,iPhone客户端,0,0,0
IA8kf6wGB,1468708684,乔晓韵,weibo.cn/1468708684/IA8kf6wGB,True,不知道为什么这个站的上海地铁线路图特别有东京味  原图 ,/,/,无,2020-03-24 21:42,2020/03/24 21:43:09,地铁,(●◡●)∞iPhone XS,0,0,0
